do_uM_hr,gwc_perc,tc_perc,tn_perc,doc_mgl,tdn_mgl,ph,sal_psu,alk_mgl_caco3,tss_mgl,latitude,longitude,elevation_m,mat_c,monthly_precip,bd,clay,sand,silt,transect_num
12.532030769558569,213,3.76,0.36333333333333334,4.5,0.557,7.29,16.05,67,63.08,37.4147,-76.7161,0,14.8,3.29,1.5550000000000002,25.1,43.85,31.066666666666663,1
770.328947368421,71,2.32,0.165,4.5,0.557,7.29,16.05,67,63.08,37.4142,-76.715,0.7,14.8,3.29,1.5550000000000002,25.1,43.85,31.066666666666663,3
7.5107202818363135,34,5.467,0.464,4.5,0.557,7.29,16.05,67,63.08,37.4142,-76.715,0.7,14.8,3.29,1.5550000000000002,25.1,43.85,31.066666666666663,4
58.04396036396134,223,6.534,0.546,4.5,0.557,7.29,16.05,67,63.08,37.4144,-76.7153,0.67,14.8,3.29,1.5550000000000002,25.1,43.85,31.066666666666663,2
7.8375319083564,85,3.641,0.393,5.08,0.436,7.07,2.7,33,89.25,37.5687,-76.8871,0.36,14.8,3.29,1.5666666666666669,25.25,42.16666666666667,32.56666666666667,3
10.114668394105324,8,3.665,0.374,5.08,0.436,7.07,2.7,33,89.25,37.5687,-76.887200000000007,0.84,14.8,3.29,1.5666666666666669,25.25,42.16666666666667,32.56666666666667,4
452.20882905368654,494,6.922,0.738,5.08,0.436,7.07,2.7,33,89.25,37.5687,-76.8869,0.42,14.8,3.29,1.5666666666666669,25.25,42.16666666666667,32.56666666666667,2
12.538412816223962,38,0.94,0.06,5.78,0.742,6.44,2.65,40,27.52,38.8873,-76.5621,0.31,13.51,3.17,1.5066666666666668,30.96666666666667,28.033333333333335,41.016666666666666,1
14.971327110057242,173,7.78,0.645,5.78,0.742,6.44,2.65,40,27.52,38.8873,-76.5621,0.31,13.51,3.17,1.5066666666666668,30.96666666666667,28.033333333333335,41.016666666666666,3
7.726635745941723,22,5.731,0.395,5.78,0.742,6.44,2.65,40,27.52,38.8872,-76.5623,0.76,13.51,3.17,1.5066666666666668,30.96666666666667,28.033333333333335,41.016666666666666,4
14.409205090241294,150,3.587,0.34,5.78,0.742,6.44,2.65,40,27.52,38.8873,-76.5621,0.31,13.51,3.17,1.5066666666666668,30.96666666666667,28.033333333333335,41.016666666666666,2
161.1647605384533,149,2.716666666666667,0.25666666666666665,6.33,1.439,7.38,31.86,131,381.9,37.7106,-75.6117,2.96,15.27,3.5,1.575,10.416666666666668,69.5,20.1,1
11.957185662198306,54,12.052,1.119,6.33,1.439,7.38,31.86,131,381.9,37.7128,-75.6086,1.29,15.27,3.5,1.575,10.416666666666668,69.5,20.1,3
2.892304466245596,10,1.293,0.139,6.33,1.439,7.38,31.86,131,381.9,37.7129,-75.6085,1.37,15.27,3.5,1.575,10.416666666666668,69.5,20.1,4
443.4183016490592,160,3.342,0.309,6.33,1.439,7.38,31.86,131,381.9,37.712,-75.6102,1.2,15.27,3.5,1.575,10.416666666666668,69.5,20.1,2
13.923558061687832,81,24.207,1.441,7,0.848,6.7,13.31,76,51.45,39.0885,-75.438,1.13,13.42,3.15,1.5483333333333331,23.05,34.766666666666666,42.18333333333334,4
6.821911672553664,170,4.579,0.507,7,0.848,6.7,13.31,76,51.45,39.0881,-75.4375,0.99,13.42,3.15,1.5483333333333331,23.05,34.766666666666666,42.18333333333334,2
117.66276101344891,209,4.04,0.43333333333333335,5.89,0.831,6.92,1.75,57,18.79,38.7746,-75.9752,-0.12,13.51,3.17,1.5666666666666669,23.833333333333336,36.083333333333336,40.1,1
9.968519144577629,416,9.397,0.925,5.89,0.831,6.92,1.75,57,18.79,38.7744,-75.9753,0.53,13.51,3.17,1.5666666666666669,23.833333333333336,36.083333333333336,40.1,3
5.240145488715715,48,5.289,0.651,5.89,0.831,6.92,1.75,57,18.79,38.7743,-75.9754,1.31,13.51,3.17,1.5666666666666669,23.833333333333336,36.083333333333336,40.1,4
148.65806835140774,259,5.866,0.633,5.89,0.831,6.92,1.75,57,18.79,38.7745,-75.9753,0.62,13.51,3.17,1.5666666666666669,23.833333333333336,36.083333333333336,40.1,2
12.776955790377755,211,3.58,0.35000000000000003,5.94,0.378,6.67,0.41,28,9.05,37.5569,-76.9731,0.23,14.8,3.29,1.58,21.983333333333334,43.71666666666667,34.35,1
8.417683762301492,265,4.626,0.517,5.94,0.378,6.67,0.41,28,9.05,37.5569,-76.9731,0.23,14.8,3.29,1.58,21.983333333333334,43.71666666666667,34.35,2
12.21648711105146,26,0.8266666666666667,0.05333333333333334,6.5,0.537,7.29,33.34,124,54.31,37.4557,-75.8334,0,15.27,3.5,1.518333333333333,10.45,69.58333333333334,19.983333333333334,1
13.962695183323302,782,22.355,1.446,6.5,0.537,7.29,33.34,124,54.31,37.4638,-75.8357,0.91,15.27,3.5,1.518333333333333,10.45,69.58333333333334,19.983333333333334,3
8.163562795219537,23,1.627,0.093,6.5,0.537,7.29,33.34,124,54.31,37.4557,-75.8334,0,15.27,3.5,1.518333333333333,10.45,69.58333333333334,19.983333333333334,2
63.07418513315444,226,3.9566666666666666,0.4266666666666667,6.85,0.524,6.88,5.11,71,124.7,38.8837,-76.5583,0.01,13.51,3.17,1.51,27.56666666666667,28.96666666666667,43.45,1
10.945994371029933,527,14.615,1.193,6.85,0.524,6.88,5.11,71,124.7,38.8842,-76.5583,0.87,13.51,3.17,1.51,27.56666666666667,28.96666666666667,43.45,3
7.845043467706088,32,22.084,1.075,6.85,0.524,6.88,5.11,71,124.7,38.8843,-76.5583,2.2,13.51,3.17,1.51,27.56666666666667,28.96666666666667,43.45,4
13.143470295828578,179,4.745,0.52,6.85,0.524,6.88,5.11,71,124.7,38.8841,-76.5582,0.24,13.51,3.17,1.51,27.56666666666667,28.96666666666667,43.45,2
7.200878781992411,29,0.16333333333333333,0,5.26,0.657,6.08,0.06,18,23.84,37.3344,-77.2072,0.16,14.51,3.24,1.5816666666666668,24.083333333333336,45.95,29.950000000000003,1
3.731982953849948,66,2.47,0.207,5.26,0.657,6.08,0.06,18,23.84,37.3347,-77.2058,7.16,14.51,3.24,1.5816666666666668,24.083333333333336,45.95,29.950000000000003,3
24.62513027463591,400,7.249,0.677,5.26,0.657,6.08,0.06,18,23.84,37.3347,-77.2069,0.72,14.51,3.24,1.5816666666666668,24.083333333333336,45.95,29.950000000000003,2
15.707569069311816,275,6.03,0.59,7.03,0.6,6.92,15.06,92,24.75,38.1595,-75.7904,0,14.58,3.37,1.5983333333333334,20.96666666666667,40.7,38.333333333333336,1
5.655022000441974,18,1.559,0.113,7.03,0.6,6.92,15.06,92,24.75,38.1604,-75.7899,0.81,14.58,3.37,1.5983333333333334,20.96666666666667,40.7,38.333333333333336,3
2.5493321157578186,16,2.295,0.206,7.03,0.6,6.92,15.06,92,24.75,38.1609,-75.7906,0.8,14.58,3.37,1.5983333333333334,20.96666666666667,40.7,38.333333333333336,4
19.456968476490648,302,5.593333333333334,0.53,6.14,0.485,7.14,12.52,85,55.22,38.4292,-76.2374,0.15,14.18,3.2,1.525,28.083333333333336,11.916666666666668,60,1
12.094329968973634,572,18.433,1.315,6.14,0.485,7.14,12.52,85,55.22,38.4303,-76.2269,0.52,14.18,3.2,1.525,28.083333333333336,11.916666666666668,60,3
13.101281742896218,183,26.907,0.966,6.14,0.485,7.14,12.52,85,55.22,38.4305,-76.2265,0.97,14.18,3.2,1.525,28.083333333333336,11.916666666666668,60,4
11.716718341490225,786,16.756,1.72,6.14,0.485,7.14,12.52,85,55.22,38.4295,-76.2269,0.45,14.18,3.2,1.525,28.083333333333336,11.916666666666668,60,2
500.01412409429247,452,4.14,0.5066666666666667,6.08,0.989,7.22,7.54,133,52.75,38.8753,-76.5513,0.01,13.51,3.17,1.4633333333333334,27.383333333333336,30.55,42.06666666666667,1
8.903731539837683,199,6.872,0.463,6.08,0.989,7.22,7.54,133,52.75,38.8747,-76.5516,2.23,13.51,3.17,1.4633333333333334,27.383333333333336,30.55,42.06666666666667,3
2.16271723605884,44,6.676,0.374,6.08,0.989,7.22,7.54,133,52.75,38.8743,-76.5515,2.38,13.51,3.17,1.4633333333333334,27.383333333333336,30.55,42.06666666666667,4
250.39677493267564,326,7.044,0.811,6.08,0.989,7.22,7.54,133,52.75,38.8751,-76.5515,0.02,13.51,3.17,1.4633333333333334,27.383333333333336,30.55,42.06666666666667,2
